,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,cluster
2630,Jesse Kaikuranta,Vie mut kotiin,Vie mut kotiin,0AzAKlEGsBfigjWpp9AOdE,0.451,0.444,8,-8.593,0,0.0288,0.0446,0.0,0.0974,0.31,159.919,249013,4,,3
2631,Nylon Beat,Demo,Syytön,3WiAGAVe9vp2sBShQgJSfi,0.725,0.886,5,-7.637,1,0.0431,0.069,0.0031,0.16,0.773,122.006,243507,4,,5
2632,Haloo Helsinki!,Maailma on tehty meitä varten,Vapaus käteen jää,6KnoWZOxQvN9LeeULoNhkK,0.563,0.751,5,-6.869,1,0.0283,0.0457,0.000251,0.172,0.67,138.022,242427,4,,5
2633,Haloo Helsinki!,III,Maailman Toisella Puolen,1ZE6xBeRPrqnGiuw5JXqDM,0.685,0.65,0,-7.546,1,0.0341,0.0117,0.000935,0.101,0.913,125.009,239630,4,,1
2634,Happoradio,Sinä & hän,Sinä & hän,1hUOmYBOMhnsi9sE9wRzJJ,0.473,0.716,6,-7.36,0,0.0327,0.00833,0.00273,0.243,0.373,112.037,246773,4,,0
2635,Happoradio,Kauniin kääntöpiiri,Ihan hyvät ihmiset,1FEfB1MWFo9zWL4AV8h0g2,0.491,0.815,8,-4.994,1,0.0424,0.0279,2.54e-05,0.21,0.642,173.997,238080,4,,3
2636,Anssi Kela,Anssi Kela,Levoton tyttö,69c3OnbUe72uXMjriXIocr,0.651,0.822,4,-6.27,0,0.0452,0.058,2.27e-05,0.0847,0.892,168.034,274920,4,,0
2637,Kuningasidea,On uusi aika,Enemmän duoo ku sooloo,0oAiDfP7RGsShptTVbDGC6,0.599,0.638,9,-7.358,0,0.0462,0.0143,0.0,0.298,0.593,92.878,209253,4,,0
2638,Chisu,Kun valaistun 2.0,Frankenstein,3s40pkcGl5V12VA3eHL1cp,0.65,0.565,0,-9.531,1,0.0323,0.00364,0.0137,0.135,0.265,140.098,257547,4,,1
2639,Cheek,Kuka muu muka,Parempi mies (feat. Samuli Edelmann),1FxPF4pmAJBAozMQo0WmZX,0.645,0.675,4,-6.456,0,0.117,0.345,0.0,0.111,0.648,160.274,242747,4,,0
2640,Elonkerjuu,Ilon pirstaleet,Viistäköön siipeni maata,5IOdSbqM0p4Ih8dLvLqb7H,0.653,0.693,9,-5.843,1,0.033,0.0776,0.0,0.43,0.59,110.264,207680,4,,5
2641,Cheek,Kuka muu muka,Niille joil on paha olla,0YNRuUs98aDSQ73UZ2kWAN,0.446,0.632,10,-7.216,0,0.139,0.00338,0.0,0.145,0.125,89.345,255640,4,,0
2642,Apulanta,Kiila,Pahempi toistaan,5373WQjhIPPJ8XGTCZLDfJ,0.604,0.896,2,-3.968,1,0.0705,0.000788,1.21e-05,0.163,0.439,126.984,309307,4,,1
2643,Apulanta,Kesä-EP,Paha ihminen,6tWkih8APzYomKoNEdoExg,0.572,0.929,2,-3.653,1,0.101,0.0103,0.0,0.146,0.407,130.739,205680,4,,1
2644,Cheek,Sokka irti,Sokka irti,5YlP1QcekGfq8FBqAR9Hlf,0.842,0.888,1,-3.925,1,0.109,0.065,0.0,0.0582,0.673,117.943,207520,4,,1
2645,Various Artists,Suomipoppia 17,Ei mitään hätää,3XJy8rpkOM4GWtuS3NZtZC,0.753,0.568,11,-5.481,0,0.0342,0.101,0.00479,0.0816,0.93,124.02,221840,4,,0
2646,Yö,Kiitos Ja Kunnia - 30v. Juhlakokoelma,Pettävällä Jäällä,0vFOqJKYt0o5VDN8kzxHiq,0.488,0.756,11,-5.11,0,0.0347,0.0921,0.0,0.325,0.389,116.029,273813,4,,0
2647,STIG,Niks ja naks,Niks ja naks,3GAiPVhqcrvACk5nef8XQN,0.608,0.596,6,-8.859,0,0.0262,0.0909,0.0,0.101,0.55,104.998,217453,4,,0
2648,STIG,Viheltelen,Viheltelen,5vM60qNWt0ypvZWM1W8q65,0.705,0.859,3,-5.959,0,0.0287,0.00104,9.48e-06,0.143,0.963,133.99,212987,4,,0
2649,Elokuu,Pöytä on katettu,Tänään Lähtee,1Us4bURsaNxf42NTkhs9kZ,0.641,0.681,1,-5.41,0,0.307,0.101,0.0,0.0853,0.689,190.088,191187,4,,4
2650,Various Artists,Iskelmägaala 2013,Kolme pientä sanaa,1NMludJsG9lsiEi8gL7ftN,0.556,0.443,2,-10.114,1,0.0308,0.157,0.00139,0.104,0.371,191.893,228880,4,,3
2651,Kim Herold,Before I Marry You,Before I Marry You,77eZAxAgS66XFjnGgVWU7E,0.68,0.775,9,-6.069,1,0.0291,0.0843,0.0,0.265,0.95,144.037,225187,4,,5
2652,Kim Herold,Social Butterfly,Social Butterfly,3Q5ib47P7JXngC6rPYI6Kb,0.73,0.655,9,-5.161,1,0.0749,0.163,0.000218,0.0991,0.73,81.038,220600,4,,5
2653,Juha Tapio,Lapislatsulia,Paremmat päivät,67DTK1UWm1Q7t7RNB0rfAB,0.522,0.907,4,-6.331,1,0.0456,0.00444,0.0,0.344,0.713,140.895,196893,4,,1
2654,Various Artists,Aurinkoista Suomipoppia,Yhtä en saa,2bbZmvkT3PgpIOM6GwFRTa,0.524,0.868,0,-5.84,0,0.0355,0.00126,0.0,0.0804,0.359,112.061,232173,4,,0
2655,Jonna Tervomaa,Minä toivon,Minä toivon,6VBveQkUXkjjUF773F2W50,0.605,0.69,11,-5.074,1,0.0255,0.432,0.0,0.285,0.722,110.0,214733,4,,5
2656,Apulanta,Kuutio (kuinka aurinko voitettiin),Ravistettava ennen käyttöä,7BGprWocWmRdWww8709Rd2,0.558,0.934,4,-4.92,0,0.0709,0.000267,0.000215,0.0643,0.675,144.047,216800,4,,0
2657,Redrama,Let Go,Let Go,26aOf1vcdpzud4nbiR802E,0.723,0.808,9,-4.254,1,0.12,0.0222,1.48e-06,0.0873,0.798,91.065,247813,4,,5
2658,Sunrise Avenue,Diamonds,Forever Yours,6YUm2pbTek6CkxUd1RGwYm,0.474,0.888,5,-5.826,1,0.0624,0.00048,0.0,0.338,0.323,158.062,202413,4,,3
2659,Sunrise Avenue,I Help You Hate Me,I Help You Hate Me,2vk8M5Bccca791yehVlWGw,0.624,0.65,7,-5.116,1,0.0281,0.000185,0.0,0.442,0.45,103.054,189637,4,,5
2660,Sunrise Avenue,Fairytales - Best Of 2006-2014 (Special Version),Fairytale Gone Bad,4DPoVuY0g15PD6QOe9opKc,0.676,0.58,10,-7.866,0,0.039,0.0472,0.0,0.0916,0.547,138.029,213213,4,,0
2661,Lauri Tähkä & Elonkerjuu,Kirkkahimmat 2000-2008,Pauhaava sydän,6sy7VE6RS6RB432hENgb6X,0.602,0.884,8,-4.935,0,0.0396,0.0621,0.0,0.263,0.923,142.699,201800,4,,0
2662,Apulanta,Eikä vieläkään ole edes ilta,Viisaus ei asu meissä,76TfB8MmmMuwuLLa4QLtBp,0.608,0.973,1,-4.397,0,0.155,0.000182,0.0,0.0345,0.594,133.033,186440,4,,0
2663,Sunrise Avenue,Out Of Style (Spotify version),I Don't Dance,4Iw1FkPC0KJb57mDk56EGw,0.542,0.847,9,-5.389,0,0.0562,0.000187,1.91e-05,0.104,0.488,145.005,204867,4,,0
2664,Mariska & Pahat Sudet,Kukkurukuu,Liekki,5Wj80tZOLSNZ5gaiv0Zxpe,0.414,0.958,5,-4.879,1,0.12,0.0751,0.0226,0.0874,0.761,119.616,207587,4,,5
2665,Neljänsuora,Julia,Julia,3FIM2wwsrzS0WupBdR90bm,0.615,0.85,6,-5.11,0,0.0286,0.0191,5.48e-06,0.105,0.888,131.985,209560,4,,0
2666,Sturm und Drang,Molly The Murderer,Molly the Murderer,3mf2T6dQQzalD2GpM4t7Ic,0.456,0.726,8,-7.026,1,0.0362,0.00102,0.0,0.113,0.359,73.046,256533,4,,5
2667,Samuli Putro,Kuka tahansa kelpaa,Kuka tahansa kelpaa,15a778VDNPnVCJlDfhMvTk,0.577,0.747,11,-7.444,0,0.0317,0.00107,0.00417,0.164,0.933,128.984,257173,4,,0
2668,Disco,Musta Sydän,Levottomat Tuulet,7e5ZEVtvukZpgf0pl6Hgsl,0.687,0.536,6,-7.59,0,0.0295,0.2,0.00314,0.0859,0.564,143.963,235253,4,,0
2669,Arttu Wiskari,Tuntematon potilas,Tuntematon potilas,42POGazaVnb5Dts9VhhjRX,0.71,0.647,2,-6.894,0,0.0298,0.143,0.0,0.134,0.322,114.009,238973,4,,0
2670,Samuli Edelmann,Ei mitään hätää,Ei mitään hätää,2BzvNHbzxxDXj7Q9MKMx8a,0.753,0.568,11,-5.481,0,0.0342,0.101,0.00481,0.0816,0.93,124.022,221840,4,,0
2671,Jonne Aaron,Taivas itkee hiljaa,Taivas itkee hiljaa - Single Edit,7b84lL2KIP0ZGBuvR0mYy6,0.44,0.513,7,-8.988,1,0.0263,0.0546,0.0,0.0914,0.351,82.911,275067,4,,5
2672,Juha Tapio,Lapislatsulia,Aito rakkaus,6YTpAbaIbUcz99cGBz6VQC,0.771,0.584,7,-6.613,1,0.0268,0.042,0.0,0.0985,0.852,104.007,208453,4,,5
2673,Apulanta,Armo,Armo,7x1IRiRLt7uMGKUZTQ6ZFh,0.393,0.754,8,-5.083,0,0.0335,0.000242,0.0,0.102,0.389,74.474,260760,4,,0
2674,Kristal,Vihdoin vapaa,Vihdoin vapaa,45lOs0HaopSXIvoyTcLi2r,0.599,0.726,5,-5.284,1,0.0396,0.0477,2.88e-06,0.111,0.474,140.025,234227,4,,5
2675,Uniikki,Pätkätöis,Pätkätöis,41KJjjh0VP2q9G0Na1ewdu,0.566,0.852,11,-4.029,1,0.273,0.0513,0.0,0.334,0.393,179.964,233000,4,,3
2676,Nost3 & Protro,Vakava Show,Paska Kesä,3PzwhHrldnsvsAWUY9gDKL,0.847,0.668,0,-6.043,1,0.124,0.0271,0.0,0.216,0.779,119.96,196413,4,,1
2677,Timi Lexikon,"Sinä, minä & musa",Perhosefekti,4av23xakV8xRxCubJ7Qc9A,0.737,0.563,3,-7.159,0,0.139,0.0098,0.0,0.61,0.831,128.101,215413,4,,8
2678,Cheek,Jare Henrik Tiihonen 2,Jippikayjei,5YZd0Gj1GwXsAjgXoEInlX,0.834,0.782,8,-4.974,0,0.0843,0.0183,0.0,0.0644,0.424,111.991,203827,4,,0
2679,Haloo Helsinki!,Kiitos ei ole kirosana,Nainen jonka ympärille tuolit tuodaan,3bvUmOyiAT936KrcKWHhLS,0.55,0.95,3,-5.103,1,0.0498,0.00161,1.6e-05,0.139,0.531,125.334,262533,4,,1
2680,Irina,Älä riko kaavaa,Kymmenen kirosanaa,0yIilRcfpXF6pL9bOk94lH,0.598,0.927,4,-3.861,1,0.0378,0.0326,2.05e-06,0.0826,0.591,134.009,232947,4,,1
2681,Samuli Edelmann,Kaikki Tahtoo,Kaikki tahtoo,6iicl1WzN3mqU3dqKCQluK,0.748,0.629,2,-9.81,0,0.0324,0.274,0.00227,0.124,0.716,128.043,244173,4,,0
2682,Samuli Edelmann,Pienellä kivellä,Tähtipölyä,3rgobpftjUoUTxURC4sw8k,0.733,0.675,5,-7.666,0,0.031,0.206,0.000726,0.107,0.589,138.048,248267,4,,0
2683,Jope Ruonansuu,Kaikkien aikojen parhaat - 45 klassikkoa,Enkeleitä toisillemme,3UoX1frnw07QoUFH9NZm00,0.587,0.522,0,-7.464,0,0.024,0.252,0.0,0.288,0.616,92.961,234960,4,,0
2684,J. Karjalainen,Suurimmat Hitit,Sankarit,33fnRtrnBzDV3yZsPtjwbk,0.508,0.49,4,-7.555,1,0.0325,0.657,4.82e-06,0.112,0.612,102.543,259067,4,,2
2685,IDOLS 2007,Pop-musiikkia,Pop-musiikkia,0VrkaV494eBE7ydtmQPytC,0.521,0.803,11,-5.139,1,0.0306,0.000144,0.000484,0.038,0.418,132.336,243933,4,,5
2686,Mamba,Lempikappaleita,Vielä on kesää jäljellä,3m0DPc9e2X1M0jGmdCauQ9,0.657,0.562,3,-10.769,0,0.0469,0.000884,0.0,0.0374,0.899,134.946,196680,4,,0
2687,Aikakone,Tähtikaaren taa,Odota,04kS72GtNZIuA4xGsbFYRU,0.651,0.799,0,-8.274,1,0.0629,0.0905,0.00019,0.0978,0.512,140.035,269133,4,,1
2688,Aikakone,Vuosisadan rakkaustarina,Vuosisadan rakkaustarina,24jPofHsfCsuhaFOwAfQkV,0.648,0.985,6,-4.691,1,0.0824,0.0306,0.0,0.366,0.486,140.021,232640,4,,5
2689,Aikakone,Toiseen Maailmaan,Nti Groove,1qC6ai1U57q37acDqemuF0,0.675,0.823,0,-8.237,0,0.0434,0.342,0.00312,0.813,0.695,127.089,248307,4,,8
2690,Aikakone,Toiseen Maailmaan,Keltainen,0UUmoMm2EX4VcYRrKeu4Pl,0.529,0.597,8,-8.246,1,0.0264,0.187,1.8e-06,0.349,0.344,84.998,267760,4,,5
2691,Aikakone,Tähtikaaren taa,Alla vaahterapuun,2pC40FCtI07YPUSfiQ1isP,0.673,0.736,0,-10.912,1,0.0516,0.104,0.000325,0.393,0.617,105.878,223267,4,,1
2692,Aikakone,Singles Collection,Tulisitko,5ycbTPca1YQjDx0QnoSjcx,0.641,0.834,2,-7.43,0,0.037,0.0453,0.000129,0.227,0.44,111.981,245280,4,,0
2693,Ultra Bra,Sinä Päivänä Kun Synnyin,Sinä Lähdit Pois,4I4nbLWooJIjAnkmWx2sWU,0.568,0.739,9,-6.984,0,0.0314,0.114,0.0,0.196,0.644,152.061,161533,4,,0
2694,Disco,1999-2009,Levottomat Tuulet,3coKew2KxjF8MPwVTJ0Pmd,0.677,0.512,6,-8.857,0,0.0285,0.273,0.00391,0.101,0.572,143.964,236840,4,,0
2695,Disco,1999-2009,Ketä Sinä Odotat,6ap4mnqcrjzZxM4wbXo89s,0.738,0.702,0,-5.805,1,0.0387,0.0502,3.06e-05,0.26,0.905,116.041,259800,4,,1
2696,Neon 2,Hattu täynnä tähtiä - 18 Suosikkia,Kemiaa,3bzWSbtSP41XOZeklDfl96,0.719,0.841,2,-4.401,1,0.029,0.321,0.0,0.152,0.784,102.046,263507,4,,1
2697,Lauri Tähkä & Elonkerjuu,Kirkkahimmat 2000-2008,Hetkeksi en sulle rupia - Single Version,5oi3wSn15QGbMXyHDjgxIm,0.601,0.835,0,-5.694,1,0.0371,0.235,0.0,0.469,0.958,131.418,157627,4,,8
2698,Lauri Tähkä & Elonkerjuu,Maailma On Renki,Maailma On Renki,5XziAba7dxjHFLVbiYpnF2,0.586,0.804,9,-5.794,0,0.0363,0.0994,0.0,0.276,0.557,135.918,230800,4,,0
2699,Dingo,(MM) Parhaat,Sinä ja minä,54zfNfwDTraqzDOE2bPzNY,0.32,0.746,7,-6.336,1,0.0321,0.015,0.0,0.08,0.261,126.629,239746,4,,3
2700,Erin,Vain elämää,Vasten auringon siltaa,560t4eq7lQhwvaehVciyjY,0.557,0.467,1,-8.28,0,0.038,0.545,0.0,0.11,0.293,171.998,184520,4,,2
2701,Green Day,Dookie,Basket Case,6L89mwZXSOwYl76YXfX13s,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,4,,1
2702,R.E.M.,Out Of Time (U.S. Version),Losing My Religion,74EV0g12ihUoOUXMprFpZB,0.672,0.841,9,-5.992,0,0.0285,0.0767,0.0,0.135,0.82,125.437,267733,4,,0
2703,Edwyn Collins,Gorgeous George,A Girl Like You,6XOINCZBv8Q7RXgNNiTwIN,0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267,236583,4,,0
2704,The Cardigans,Gran Turismo,Erase / Rewind,2oHmRO0X4gW4VlCJRcZzez,0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72,215760,4,,0
2705,All Saints,All Hits (Special Edition),Pure Shores,2vIEquOWG8DTVgwIOofocm,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,268747,4,,5
2706,Neon 2,Hattu täynnä tähtiä - 18 Suosikkia,Ei yksinäinen unta saa,0MzmRKZeGSOBuHlisc1kRg,0.494,0.464,8,-6.952,1,0.0263,0.125,0.00309,0.119,0.276,140.081,247613,4,,3
2707,Fools Garden,Dish Of The Day,Lemon Tree,1yN2z5XVtaAOYGdeEqEuqd,0.669,0.479,1,-8.849,1,0.0442,0.672,0.0,0.11,0.679,143.159,191027,4,,2
2708,Bomfunk MC's,In Stereo,Freestyler,4eZO97RGFo7IN6gm24Nv0S,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854,306000,4,,0
2709,Eminem,The Marshall Mathers LP,The Real Slim Shady,7KccdUP4IslFXUNNseqBc7,0.948,0.656,5,-4.34,0,0.0606,0.0287,0.0,0.0472,0.77,104.495,284533,4,,0
2710,Bon Jovi,Crush,It's My Life,2pyOKMVld8HvYY1cCgaQAI,0.549,0.908,0,-4.072,0,0.045,0.0202,5.55e-05,0.354,0.562,120.003,224493,4,,0
2711,Crazy Town,The Gift Of Game,Butterfly,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4,,0
2712,Nickelback,"The Best of Nickelback, Vol. 1",How You Remind Me,0vur7myNcfUymUt6mHhNZe,0.432,0.795,10,-4.023,1,0.0321,0.00128,0.0,0.101,0.519,172.011,224173,4,,3
2713,Leevi and the leavings,Käärmenäyttely,Laura Jenna Ellinoora Alexandra Camilla Jurvanen,7LIuX10hryI3BJXNwp6MJn,0.68,0.744,0,-8.547,1,0.0314,0.0462,0.0,0.201,0.846,112.596,176133,4,,1
2714,Will Smith,Big Willie Style,Miami,6e8Ou0wiqAzIpWb2eSxll8,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,197560,4,,1
2715,Evelina,Tornado,Tornado,3seNictp7GWitSNKlujwnY,0.614,0.854,10,-3.935,0,0.108,0.245,1.66e-05,0.132,0.574,183.915,215595,4,,3
2716,Cosmic Gate,Tonight,Tonight,3Suvh7EDt3lsFfHq3olSVd,0.624,0.657,7,-6.229,1,0.0497,0.141,7.56e-06,0.271,0.152,129.973,191467,4,,5
2717,JVG,Popkorni,Älä jätä roikkuu,7m7vqt0dQ3HXHSzLPMlFg3,0.436,0.668,0,-6.158,1,0.177,0.0498,0.0,0.243,0.368,162.607,233707,4,,3
2718,Taylor Swift,...Ready For It?,...Ready For It?,19WjVVgXjdKXfLXoaDPwTM,0.616,0.77,2,-6.5,1,0.142,0.0573,0.0,0.159,0.412,160.049,208198,4,,1
2719,JVG,Popkorni,Hombre (feat. Vesala),6h4EXoiVFJehGrK9Xl8Zeo,0.648,0.712,4,-5.488,0,0.0524,0.0767,2.21e-06,0.128,0.345,123.997,201613,4,,0
2720,Cash Cash,All My Love (feat. Conor Maynard),All My Love (feat. Conor Maynard),1839RWzPRZCVgvamu4sHSN,0.59,0.871,11,-3.353,0,0.0891,0.148,0.0,0.0739,0.304,134.956,191331,4,,0
2721,Jason Derulo,If I'm Lucky,If I'm Lucky,6eUncuJutsFi9BGO1JaBHh,0.897,0.634,4,-6.264,0,0.161,0.00413,0.0,0.0686,0.506,112.048,212014,4,,0
2722,JVG,Popkorni,Matti & Teppo,4h9oBIwZ5he6rgXI2mgPEJ,0.885,0.68,2,-6.049,1,0.157,0.0657,6.47e-06,0.0939,0.624,110.974,151667,4,,1
2723,CNCO,Reggaetón Lento (Remix),Reggaetón Lento (Remix),3zoYkqS4y2BsGVShPL2nTE,0.527,0.907,4,-3.09,0,0.11,0.154,0.0,0.0993,0.664,93.813,188797,4,,0
2724,Antti Ketonen,Olisitpa sylissäni,Olisitpa sylissäni,1yn5xgyK5SuEukAcqs0X9N,0.629,0.738,7,-6.033,0,0.0295,0.0115,0.000246,0.27,0.533,125.982,246358,4,,0
2725,Isac Elliot,AYO,AYO,4KnUpP0jPsFN8iFSzx01Lt,0.618,0.774,3,-5.143,0,0.0552,0.0359,0.0,0.0647,0.469,99.972,215028,4,,0
2726,Felix Jaehn,Feel Good,Feel Good,6a9vKVMFfNBi741DVSit3H,0.706,0.913,4,-3.892,1,0.0394,0.101,0.00029,0.123,0.674,125.952,164905,4,,1
2727,Maroon 5,What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),4mxWSdf71VFO52qFeY0fZt,0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,199849,4,,0
2728,Camila Cabello,Crying in the Club,Crying in the Club,1SJtlNRJDeYHioymcvsqev,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,216391,4,,4
2729,LEO,Kaikki mitä rakastin,Kaikki mitä rakastin,42ODbGEWZDNq6UXPsnNvoa,0.544,0.645,6,-7.782,0,0.0253,0.0056,0.0,0.143,0.384,134.042,230200,4,,0
2730,Stanaj,The Way I Love Her,The Way I Love Her,6fJAs9KPgHrN9Fqo0GgWhW,0.6,0.794,5,-4.332,1,0.0359,0.00916,0.0,0.156,0.408,93.049,230213,4,,5
2731,JVG,Popkorni,Kruunu tikittää (feat. TIPPA),4ZxTm3KI4jDy7gNhbp8avh,0.666,0.667,9,-6.326,1,0.344,0.202,0.0,0.0666,0.424,138.688,200467,5,,4
2732,Seksikäs-Suklaa,Day One,Day One,4YpFEoet1Z4vclP9R3TXi0,0.85,0.616,1,-4.664,0,0.0688,0.252,0.0,0.321,0.677,96.99,184639,4,,0
2733,Sofi Tukker,Fuck They,Fuck They,4chgBnYTuTMTytBrNhO6IO,0.836,0.58,7,-9.367,1,0.108,0.08,0.00119,0.667,0.74,126.973,184453,4,,8
2734,James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,4,,5
2735,The Script,Rain,Rain,6FemVsNUb2lzWsDRm14FUJ,0.681,0.587,6,-7.638,1,0.11,0.229,0.0,0.368,0.64,93.002,209346,4,,5
2736,Maisie Peters,Place We Were Made,Place We Were Made,0xKGPkn1RLsVifjDs4183v,0.36,0.348,0,-9.107,1,0.0392,0.809,0.0,0.172,0.307,180.053,185274,3,,7
2737,Coldplay,A Head Full of Dreams,Everglow,5qfZRNjt2TkHEL12r3sDEU,0.534,0.445,4,-9.155,1,0.0292,0.456,0.0684,0.112,0.136,146.107,282693,4,,2
2738,DEM,Miljoona taalaa,Miljoona taalaa,1hp9cFDYRNYjaZb1IIDu30,0.835,0.756,6,-5.857,1,0.222,0.0628,0.0,0.383,0.871,99.943,225466,4,,4
2739,Gasellit,Veli,Slussen,31yXZLCnaUSXvrZYCK91BH,0.842,0.646,8,-5.936,0,0.102,0.0528,0.00639,0.0762,0.527,106.019,224520,4,,0
2740,Horse Attack Sqwad,Älä koske mun hevoon,Mulla on hevonen,2tjPHR4bDYUCAB8RmYkhig,0.786,0.626,0,-7.019,1,0.0542,0.00536,3.42e-05,0.487,0.707,120.001,198521,4,,1
2741,Wale,Shine,Running Back (feat. Lil Wayne),2h3i5tGUl6hMu572umjcGo,0.587,0.671,2,-4.48,1,0.144,0.0823,0.0,0.161,0.1,127.133,215360,4,,1
2742,Wale,Shine,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",7rfiXyFb5M9BqdkvKvVEiB,0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707,4,,5
2743,Tee Grizzley,First Day Out,First Day Out,0mGgkrD2phGmsBiDy58z1O,0.587,0.712,1,-6.312,1,0.414,0.173,0.0,0.126,0.374,97.991,254694,4,,4
2744,PastoriPike,BULIFLEIM,BULIFLEIM,7nHyWkVzqpFeuHONjrbh1W,0.824,0.635,2,-8.233,1,0.393,0.0297,0.00115,0.109,0.493,144.029,179815,4,,4
2745,DJ Blyatman,Slav King,Slav King,4EYpUo1xhDRdburHyvAyEm,0.731,0.632,4,-14.24,1,0.0623,0.146,0.0125,0.0809,0.326,145.027,187312,4,,2
2746,Kansas,Leftoverture (Expanded Edition),Carry on Wayward Son,4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4,,8
2747,Bobby Summer,Like A Superstar,Jabba Jabba,4q1wDqmduAOobt11FRQjgY,0.702,0.939,4,-3.348,0,0.0331,0.263,0.0,0.667,0.793,98.007,202040,4,,8
2748,TCT,IOJK (IhanOmaJuttuKäynnis),Virheistä kaunein,6hUh2qoDK6V132m3pqrToE,0.661,0.782,4,-5.797,0,0.0369,0.132,0.0,0.0546,0.534,124.029,218067,4,,0
2749,Sam Smith,Too Good At Goodbyes,Too Good At Goodbyes - Edit,0mel2N9Ws9r4yLQn5QE21Y,0.653,0.378,5,-8.273,1,0.0533,0.658,0.0,0.177,0.54,91.835,201000,4,,2
2750,XXXTENTACION,17,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,,4
2751,Kelly Clarkson,Breakaway,Since U Been Gone,6JY1IdkZGeIcPegKxjSKeb,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,4,,0
2752,Britney Spears,Oops!... I Did It Again,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4,,0
2753,Mikael Gabriel,Mun maailma,Kipua,2qpopjwX7LzOgojlMOwjHM,0.732,0.73,6,-6.208,0,0.098,0.149,0.0,0.309,0.633,84.993,254093,4,,0
2754,Miley Cyrus,Bangerz (Deluxe Version),Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4,,2
2755,Cher Lloyd,Sticks & Stones,Want U Back,5InWRmnfgjVwQWoXHNBATu,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,214013,4,,8
2756,Jessie J,Who You Are (Platinum Edition),Domino,2fQxE0jVrjNMT9oJAXtSJR,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,231840,4,,5
2757,Selena Gomez,Revival (Deluxe),Me & My Girls,4i55R0S2I64mhS5biNbECZ,0.629,0.947,2,-3.982,1,0.156,0.0152,0.0,0.0595,0.347,122.019,210507,4,,1
2758,Mariah Carey,Memoirs of an imperfect Angel (International Version),Obsessed,1HUqbb6nFSZsrK0qXtZdJd,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,4,,8
2759,Iggy Azalea,The New Classic (Deluxe Version),Fancy,3W3KtDwAIg3mAruSpnfG3Q,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,4,,0
2760,Katy Perry,PRISM (Deluxe),Roar,3bDGwl0X3EjQmIyFD1uif5,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771,223546,4,,8
2761,Lily Allen,Sheezus,Hard out Here,6FzUX4kFBss56SSjAsLi7t,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57e-05,0.0688,0.938,125.026,211377,4,,0
2762,Lily Allen,Sheezus,Somewhere Only We Know,56N9s9PS6VwGolUnx1CJkv,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,208504,4,,2
2763,The Pussycat Dolls,PCD (Revised International Version),I Don't Need A Man,1OakwmqlAsweeecdYGqkXO,0.77,0.954,10,-3.898,1,0.0436,0.048,5.3e-05,0.0691,0.743,105.838,219093,4,,5
