,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,cluster
2499,Austin Mahone,Say Somethin',Say Somethin',1AaN8oIJlgTUFSZ2tYndWe,0.634,0.879,1,-2.949,0,0.0414,0.00166,0.0,0.485,0.918,129.99,167220,4,,8
2500,Travis Scott,BUTTERFLY EFFECT,BUTTERFLY EFFECT,1yxgsra98r3qAtxqiGZPiX,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,190678,4,,5
2501,Good Charlotte,Greatest Hits,I Don't Wanna Be In Love (Dance Floor Anthem),3AJk0zltdY4XjD2be7a7ss,0.642,0.875,6,-3.14,1,0.042,0.0233,0.0,0.19,0.556,124.946,244147,4,,5
2502,Rihanna,Good Girl Gone Bad: Reloaded,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,229413,4,,5
2503,Kardinal Offishall,Not 4 Sale,Dangerous,4NOZ35Dhucr6UlVyLOtktd,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,246053,4,,5
2504,Jay Sean,All Or Nothing,Do You Remember,7yws3pF3FFguwT2Psi6c15,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,210307,4,,5
2505,Soulja Boy,iSouljaBoyTellem,Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4,,5
2506,Nelly Furtado,The Best of Nelly Furtado (Deluxe),Promiscuous,3SwlakM6VX47IwG0Wll5ek,0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,242373,4,,0
2507,Kid Cudi,Man On The Moon: The End Of Day,Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,221267,4,,0
2508,Nicki Minaj,Pink Friday (Deluxe),Super Bass,0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013,4,,8
2509,Ray J,Sexy Can I,Sexy Can I (feat. Yung Berg),6zF96W2EXWc10w0I2Wd0DI,0.575,0.686,1,-6.008,1,0.319,0.296,0.0,0.617,0.925,172.132,204040,4,,8
2510,Usher,Love In This Club,Love In This Club (feat. Young Jeezy),6IxgSqNIsjp3n2lrnRRhUX,0.584,0.746,0,-4.81,1,0.0753,0.0477,0.0,0.125,0.371,139.952,261547,4,,1
2511,Smash Mouth,Astro Lounge,All Star,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373,4,,5
2512,Bow Wow,Playlist: The Very Best Of Bow Wow,Shortie Like Mine (feat. Chris Brown & Johntá Austin),4F55RCGuM477OjznpYGhYz,0.763,0.629,7,-8.66,0,0.225,0.0891,0.0,0.169,0.709,142.149,267507,4,,4
2513,Paramore,Paramore,Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4,,5
2514,3OH!3,WANT (Deluxe),DONTTRUSTME,4H1ZiD0aytFHoOiosVmT1w,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,192573,4,,4
2515,3OH!3,Streets Of Gold,My First Kiss (feat. Ke$ha),17tDv8WA8IhqE8qzuQn707,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,192440,4,,1
2516,Martin Solveig,Hello,Hello - Single Edit,1SSmCRKVovLanPi3mx3pVe,0.671,0.933,3,-4.323,1,0.0318,0.0266,0.0219,0.0429,0.517,127.99,282480,4,,1
2517,House Of Pain,House Of Pain (US Release),Jump Around,2oTDOIAdsxPTE7yAp4YOcv,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947,4,,0
2518,Lady Gaga,The Fame Monster (International Deluxe),Poker Face,0le79px2kIBXQDxUe8ZUGP,0.851,0.806,4,-4.618,1,0.0788,0.12,1.39e-06,0.122,0.775,119.002,237200,4,,1
2519,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,,1
2520,P!nk,Greatest Hits...So Far!!!,So What,5ReRX3klPvCNYtm6Bd1C1K,0.531,0.862,11,-2.996,0,0.0434,9.33e-05,4.82e-06,0.363,0.396,126.016,214507,4,,0
2521,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467,4,,1
2522,Icona Pop,Icona Pop,I Love It,27ilMN1oiW9849fReEYgOj,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,156773,4,,1
2523,Backstreet Boys,The Hits--Chapter One,I Want It That Way,6e40mgJiCid5HRAGrbpGA6,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,4,,0
2524,Taylor Swift,1989,Shake It Off,5WfhXulggG0c6WoVeMPA8N,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4,,5
2525,Destiny's Child,The Writing's On The Wall,Say My Name,2gSyc23Hua25fqSFpgAh6W,0.522,0.676,5,-3.571,0,0.16,0.274,0.0,0.134,0.746,67.427,271333,4,,0
2526,Yolanda Be Cool,We No Speak Americano,We No Speak Americano - Radio Edit,7fG22bvpAT44rkKgYDLmFK,0.905,0.783,3,-5.056,0,0.0498,0.0566,0.0472,0.154,0.725,125.019,157987,4,,0
2527,Lit,A Place In The Sun,My Own Worst Enemy,33iv3wnGMrrDugd7GBso1z,0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,169027,4,,8
2528,Christina Aguilera,Christina Aguilera,What a Girl Wants,2iIg5LCp81QGEpnAFDT8V4,0.755,0.827,0,-6.803,1,0.114,0.0671,0.0,0.329,0.797,142.122,215867,4,,1
2529,Céline Dion,The Essential Celine Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",215CQxt51QFSSjh56Q9cOH,0.621,0.539,1,-6.673,1,0.0306,0.288,0.0,0.106,0.173,119.925,275240,4,,1
2530,Whitney Houston,Whitney The Greatest Hits,I Will Always Love You,1cJssTcMltUxhvUZLpn3Ci,0.303,0.269,4,-9.469,1,0.0368,0.831,3.01e-06,0.0906,0.122,132.857,263800,4,,2
2531,Various Artists,R&B: From Doo-Wop To Hip-Hop,Pony,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4,,0
2532,Matchbox Twenty,Yourself or Someone Like You,Push,2KVwlelhxKUy8LVV6JypH3,0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019,238667,4,,3
2533,*NSYNC,'N Sync,Tearin' up My Heart - Radio Edit,594M0rqYMOo8BhMGEdoi5C,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16e-06,0.233,0.796,110.054,211000,4,,5
2534,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,Beautiful,40fvlRGSBSEYWTgCpRyVqf,0.435,0.567,5,-3.959,0,0.0279,0.624,3.32e-06,0.0936,0.0987,76.218,241867,4,,2
2535,Christina Aguilera,Stripped,Dirrty (feat. Redman),59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,298853,4,,4
2536,Christina Aguilera,Christina Aguilera,Genie in a Bottle,2EVv4Vxu3HGPr32CQecgHx,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815,217573,4,,1
2537,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,Hurt,3ztj8xMJVfTUg8S8cTCfP3,0.381,0.282,4,-7.131,0,0.03,0.795,0.0,0.102,0.107,74.072,243627,4,,2
2538,Michael Constantino,2000-2016 Mashup,2000-2016 Mashup,1ECKHot1PkuiK2Lk4wqhqs,0.525,0.697,10,-3.496,1,0.0687,0.267,0.0,0.0981,0.685,101.742,215755,4,,5
2539,Michael Constantino,90's & 2000's Mashup,90's & 2000's Mashup,7y88Zh0jxhMO21ilgE4HLF,0.575,0.868,11,-4.365,1,0.253,0.436,0.0,0.122,0.478,159.981,223747,4,,4
2540,Michael Constantino,2016 Mashup,2016 Mashup,32xw4WERgBJaKGm57ext4R,0.709,0.633,8,-5.491,1,0.113,0.359,0.0,0.0952,0.403,102.965,230311,4,,5
2541,Michael Constantino,Despacito Mashup,Despacito Mashup,4hzdbgfGDCgIOZnljzSj1r,0.457,0.708,1,-5.351,1,0.054,0.0543,0.0,0.0914,0.553,180.02,220257,4,,3
2542,Alicia Keys,As I Am (Expanded Edition),No One,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813,4,,0
2543,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,228707,3,,7
2544,Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4,,2
2545,Beyoncé,Dangerously In Love,Naughty Girl,0YGQ3hZcRLC5YX7o0hdmHg,0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053,208573,4,,4
2546,Shania Twain,Come On Over,Man! I Feel Like A Woman!,0Xd1XT0mlPMTK5uslC6pzl,0.675,0.888,10,-3.018,1,0.0439,0.642,0.0,0.36,0.74,124.961,233000,4,,5
2547,Iggy Azalea,The New Classic,Fuck Love,5jWITyAO6B7lRu47AcSDTR,0.832,0.951,1,-2.644,1,0.0707,0.00448,0.000119,0.328,0.576,112.005,159589,4,,1
2548,Rihanna,ANTI,Needed Me,3kfxarilcBr81mb2hmZLeh,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4,,4
2549,Selena Gomez,Stars Dance,Stars Dance,2MWL9kMbAiv0zyahTzK4EN,0.46,0.88,4,-3.803,0,0.0838,0.0046,0.0,0.112,0.225,109.828,217427,3,,7
2550,Demi Lovato,Unbroken,Fix a Heart,3o8z6bngcqnsYx8zx6YSbI,0.491,0.452,0,-7.86,1,0.0491,0.579,0.0,0.0907,0.455,160.227,193040,3,,7
2551,Selena Gomez,Revival (Deluxe),Revival,5NB5uPFcHGmwfluq9Sqn3j,0.684,0.732,1,-4.966,0,0.0862,0.128,0.0,0.184,0.527,124.888,246400,4,,0
2552,Bruno Mars,It Will Rain,It Will Rain,0M3HkE321xpCbCYqVKzr1q,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,257720,4,,1
2553,Rihanna,Good Girl Gone Bad: Reloaded,Hate That I Love You,4789yoeBIsBi6et3z0fyly,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,4,,0
2554,5 Seconds of Summer,5 Seconds Of Summer,Amnesia,0dIOvducp7ujHTqj66cQ3X,0.594,0.497,2,-5.26,1,0.0303,0.0343,0.0,0.162,0.101,101.668,237248,4,,1
2555,Ashlee Simpson,I Am Me (International Version),L.O.V.E.,4Tac9REecowN7DzuYBAZaD,0.575,0.823,5,-3.546,0,0.0553,0.00363,0.000321,0.65,0.952,191.971,153053,4,,8
2556,Rihanna,Talk That Talk,Birthday Cake,1fZBH3FsiPnmarnLezb88G,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,78200,4,,1
2557,Britney Spears,Greatest Hits: My Prerogative,Do Somethin',77rzoJ5VaC2BLB1IkjGnoi,0.845,0.937,4,-3.283,1,0.0653,0.0316,2.35e-05,0.359,0.963,129.966,202720,4,,1
2558,Katy Perry,One Of The Boys,Thinking Of You,59WVntWmghQXfST8TZRUW9,0.431,0.803,4,-4.459,1,0.0364,0.00167,0.0,0.331,0.309,147.048,246410,4,,3
2559,Charlie Puth,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),06KyNuuMOX1ROXRhj787tj,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,,2
2560,Various Artists,Hannah Montana The Movie,You'll Always Find Your Way Back Home,1r1ubp8zGYaHnr2BVeE8wr,0.576,0.903,8,-3.697,1,0.0603,0.0211,0.0,0.372,0.715,152.953,225680,4,,5
2561,Ariana Grande,My Everything (Deluxe),Just A Little Bit Of Your Heart,6EF9SuEEFvCrVyV98enq5v,0.439,0.322,9,-5.959,1,0.028,0.692,0.0,0.103,0.16,77.963,232587,4,,2
2562,Nelly Furtado,"Whoa, Nelly! (France Only Version)",I'm Like A Bird,5xPQsTrT2LjidijK2Tzlxh,0.623,0.605,10,-5.113,1,0.0353,0.145,3.46e-06,0.227,0.616,89.656,243160,4,,5
2563,Maroon 5,V (Deluxe),Unkiss Me,6AMLy821haqLgoorJixWnC,0.532,0.599,6,-6.543,1,0.0333,0.00784,0.0,0.14,0.113,130.019,238200,4,,3
2564,Miley Cyrus,See You Again,See You Again - Rock Mafia Remix,68M26j4rZXhLrvnOtyit63,0.671,0.956,9,-5.346,0,0.056,0.00674,1.16e-05,0.144,0.795,138.961,197000,4,,0
2565,Hannah Montana,Hannah Montana Forever,Ordinary Girl,7DETWEnTmY875dC5Q8gvqV,0.405,0.847,7,-3.705,1,0.22,0.0265,0.0,0.221,0.398,182.201,178600,4,,3
2566,Likanen Etelä,Kirkkonummi LP,"Onko Kirkkonummi hereillä, Pt. 2 - K.V.N & LOBO Remix",1MJNzfz4Z0E62YHIImGRQ1,0.711,0.817,8,-4.456,1,0.262,0.0616,0.0,0.41,0.846,166.31,226887,4,,4
2567,Likanen Etelä,Kirkkonummi LP,Kirkkonummi joka päivä - Original,2XEkBLqVpuZp3lCvvXJycG,0.761,0.742,9,-3.988,0,0.277,0.544,0.0,0.27,0.94,92.096,194500,4,,4
2568,Party Favor,Bap U,Bap U,4Ijr3J0lnLCGZvpXBiqCjU,0.668,0.953,8,-1.784,0,0.0386,0.0193,0.000118,0.0834,0.254,100.001,168207,4,,0
2569,Snoop Dogg,Neva Left,Neva Left,3Zgc3xdXTxsjLumnQqiTfE,0.53,0.945,1,-0.184,1,0.286,0.124,0.0,0.242,0.673,86.926,306755,4,,1
2570,$uicideboy$,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,Mount Sinai,0FVNtH31j9ToHycO6I6Ari,0.843,0.456,3,-10.541,0,0.23,0.535,0.00105,0.0624,0.34,132.04,145660,4,,4
2571,Altis,Sensuroimaton,"Tykitys (feat. Are, Nikke Ankara, Ironine & Kajo)",3DJMduIXPKQ2aSaOkJx6AR,0.78,0.779,1,-6.985,1,0.348,0.108,0.0,0.133,0.763,90.06,277719,4,,4
2572,Snoop Dogg,Neva Left,420 (Blaze Up),4hBy3nZVzQV4F3jxe1wWL1,0.381,0.659,2,-3.888,1,0.176,0.159,0.0,0.34,0.16,85.723,265301,4,,3
2573,Yung Hilly,Nissan Micra 95,Nissan Micra 95,6FIvxqDq1Sc39uwqELQTpr,0.609,0.512,11,-12.081,0,0.0288,0.39,0.0042,0.0655,0.0778,118.008,223739,4,,2
2574,Snoop Dogg,Neva Left,Moment I Feared,0NIOJPJfM7tAEcDfhqfrEI,0.818,0.784,1,-4.809,1,0.244,0.0365,0.0,0.156,0.441,98.926,147083,4,,4
2575,Madchild,Silver Tongue Devil,Slut,2IA7TxTpO8vjEgTll28ZBS,0.79,0.948,1,-2.912,1,0.241,0.0687,0.0065,0.255,0.752,90.012,260482,4,,1
2576,N.W.A.,Straight Outta Compton (2002 - Remaster),Fuck Tha Police,771lQyKAtqXRpZ7iM4JsbP,0.871,0.819,8,-5.439,0,0.298,0.0138,0.0,0.0608,0.857,98.699,345733,4,,4
2577,Dr. Dre,2001,Xxplosive,0Ed7MeXx64f6OcIuoTRCg1,0.765,0.88,1,-4.361,1,0.116,0.176,1e-05,0.139,0.929,168.96,215200,4,,1
2578,Night Lovell,Red Teenage Melody,Still Cold / Pathway Private,0WKXWF3QqHq6R6LqiF57vu,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,100.047,271404,4,,2
2579,Lil Dicky,Professional Rapper,White Crime,1tA9cQEtQPvUdcndCUcP9E,0.743,0.508,2,-8.145,1,0.0708,0.0521,0.0,0.153,0.0548,83.998,219937,4,,1
2580,Kevin Gates,Islah (Deluxe),Really Really,10I3CmmwT0BkOVhduDy53o,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,,1
2581,DJ Khaled,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)","How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)",3uqez7AQId9NZ15UF9QW9M,0.798,0.704,10,-4.317,0,0.199,0.0937,0.0,0.308,0.867,116.016,263980,4,,0
2582,Future,DS2 (Deluxe),Where Ya At (feat. Drake),5nN8BwAQDJDguq7Dpd3JQQ,0.813,0.453,1,-6.941,1,0.338,0.0933,0.0,0.14,0.191,161.997,208027,4,,4
2583,Roy Woods,Waking at Dawn,Got Me,4wXvqEHxo3HwLs6mcqU4bb,0.692,0.685,10,-4.937,0,0.0466,0.445,1.28e-05,0.165,0.502,101.997,218085,4,,0
2584,Lil Wayne,Tha Carter III,Lollipop,5jnxxpX2834SB6LJ0S73Uz,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4,,1
2585,Tyga,Young Kobe - Single,Young Kobe,17xOyQaqmYiydeTgnnVQmr,0.917,0.638,1,-7.514,1,0.397,0.265,0.0,0.0962,0.316,127.052,204121,4,,4
2586,Mike WiLL Made-It,Drinks On Us,Drinks On Us,7qztzeFB9VU7OTek4lj38f,0.776,0.628,10,-6.553,0,0.284,0.371,0.000104,0.102,0.48,128.948,311163,4,,4
2587,Tory Lanez,I Told You,LUV,5eG6cZTO4G5hFcnjyGR1ao,0.688,0.541,11,-8.128,0,0.114,0.0118,0.0,0.123,0.247,95.109,228640,4,,0
2588,Tyga,Rack City,Rack City,6wwAaPoX7Ce81Rn85Ntm89,0.927,0.33,1,-11.088,1,0.39,0.0577,1.19e-05,0.177,0.251,98.949,208840,4,,4
2589,NAV,NAV,Some Way,60rkizhZ73kbBvcBNVf6eZ,0.746,0.715,7,-6.244,1,0.277,0.112,0.0,0.0927,0.341,154.938,179773,4,,4
2590,Post Malone,Stoney,Cold,3tjl6YMFoAk6927XjAM0Er,0.654,0.564,4,-7.763,0,0.0403,0.609,6.37e-06,0.103,0.267,132.983,268933,4,,2
2591,Coldplay,A Rush of Blood to the Head,The Scientist,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,,2
2592,Justin Bieber,My Worlds - The Collection (International Package),That Should Be Me - Acoustic Version,06Gw7kfyHyY25KujDOCzEZ,0.493,0.468,8,-6.168,1,0.0279,0.392,0.0,0.0728,0.0782,140.005,249067,4,,2
2593,Anna Puu,Anna Puu,Mestaripiirros,4GNQAe05slzeMxu7zynWYt,0.665,0.0452,2,-18.923,1,0.0388,0.976,0.309,0.242,0.665,99.396,149133,4,,2
2594,Ida Paul & Kalle Lindroth,Hakuammuntaa,Hakuammuntaa,5eyPzqRneS2BtocXaZvpIi,0.612,0.455,3,-7.044,1,0.0375,0.377,0.0,0.107,0.616,82.913,171776,4,,1
2595,YOUNGHEARTED,Hetkeksi,Hetkeksi,2oSPoF72t7XYwrIQxndvO6,0.672,0.41,11,-10.928,1,0.0501,0.576,2.67e-06,0.103,0.514,119.914,229000,4,,2
2596,Mikko Pohjola,On Niin Paljon Mitä Menettää,On Niin Paljon Mitä Menettää,04yi6dCKmSw3yyNh7fuMCN,0.482,0.776,10,-5.419,0,0.0481,0.0153,0.0,0.341,0.243,133.912,209753,4,,3
2597,Jannika B,Niagara,Niagara,70JWC8lfTc04YnnptVpkbi,0.603,0.687,7,-4.988,1,0.0373,0.284,4.97e-05,0.443,0.299,97.997,212132,4,,8
2598,Apulanta,Kunnes siitä tuli totta,Valot pimeyksien reunoilla,4l24mUFBnC5MfAROgOm5am,0.546,0.83,4,-5.007,1,0.0303,0.0676,0.0,0.242,0.313,92.069,267080,4,,1
2599,PistePiste,Hetken maailma on tässä,Viljaa,30wfow3JhKl3R6JfBfFQiV,0.62,0.54,7,-9.425,0,0.0309,0.673,0.0,0.116,0.549,109.972,234160,4,,2
2600,Nikke Ankara,Värifilmi,Värifilmi,6nk85byijAHPt3Bx64kOpd,0.524,0.816,0,-5.716,1,0.248,0.374,2.38e-05,0.161,0.429,88.364,221052,4,,1
2601,Ida Paul,Laukauksia pimeään,Laukauksia pimeään,5f1jPgYJhE4U1AZ7RwKznz,0.636,0.633,5,-6.927,1,0.0255,0.00314,3.4e-06,0.315,0.129,99.97,216080,4,,5
2602,Eppu Normaali,Historian suurmiehiä (Remastered),Kun olet poissa,4mevZVvZcRotGA1kWkr7cW,0.679,0.714,0,-8.438,0,0.0265,0.0234,0.00253,0.166,0.423,117.255,330747,4,,0
2603,Eppu Normaali,Repullinen Hittejä,Vuonna '85,1hOSF9oVVwftqAhi8Bueez,0.704,0.647,6,-10.754,0,0.0394,0.0208,0.000311,0.284,0.926,143.658,289533,4,,0
2604,Eppu Normaali,Tie Vie,Murheellisten Laulujen Maa,1ojFYRefJzbAHXvol0NGHz,0.707,0.616,11,-8.518,0,0.0262,0.126,0.0,0.0681,0.544,99.055,201227,4,,0
2605,Eppu Normaali,Repullinen Hittejä,Joka Päivä Ja Joka Ikinen Yö,6dzg3bPEKKarOBUEm6USep,0.709,0.625,0,-11.073,1,0.0276,0.0586,0.128,0.275,0.811,120.536,282840,4,,1
2606,Eppu Normaali,Repullinen Hittejä,"Kitara, Taivas Ja Tähdet",49KJpUDmTDrSeTpVVppxeS,0.637,0.827,4,-9.176,1,0.0326,0.0831,0.00864,0.171,0.9,145.596,281667,4,,1
2607,Eppu Normaali,Repullinen Hittejä,Vihreän Joen Rannalla (Kauan Sitten),1qMeTYVw9LxYs4DwMKtnzi,0.658,0.674,4,-10.901,1,0.0311,0.209,0.0721,0.0713,0.935,133.845,250200,4,,1
2608,Eppu Normaali,Historian suurmiehiä (Remastered),Tahroja paperilla,1rV8BXAA1yGPpPzsnP1iyP,0.763,0.798,4,-6.436,0,0.0323,0.00799,0.0,0.0449,0.957,120.274,286720,4,,0
2609,Eppu Normaali,Paskahatun Paluu,Urheiluhullu,4FDVgYuo6QoB5ABWCMVpp2,0.611,0.822,9,-4.449,0,0.0258,0.00856,5.73e-05,0.331,0.847,129.534,281853,4,,0
2610,Anna Puu,Sama nainen (Vain elämää kausi 5),Sama nainen (Vain elämää kausi 5),4Y6PXw582iZ49O7WGGP5yq,0.51,0.149,7,-13.989,0,0.0453,0.936,2.17e-05,0.107,0.228,80.35,167160,4,,2
2611,Anna Puu,Antaudun,Säännöt rakkaudelle,2pq6zPY0TMGnVtIRFGClfF,0.632,0.469,7,-9.001,1,0.0309,0.664,1.09e-05,0.0995,0.389,127.963,223893,4,,2
2612,Lucas,Täydellisen epätäydellinen,Täydellisen epätäydellinen,6zfty1vDuk6Qr3dOCtRcAQ,0.647,0.737,4,-5.335,0,0.148,0.0922,0.0,0.147,0.627,113.995,204224,4,,0
2613,Lucas,Nälkä (feat. Gracias),Nälkä (feat. Gracias),08mjDVbH0S1K8KDXcBymBD,0.696,0.74,10,-4.554,0,0.0456,0.0278,0.0,0.0874,0.6,95.988,249125,4,,0
2614,Cheek,Sokka irti,Kyyneleet (feat. Sami Saari),3dFyg7FGdA5dTgpfqjKjYr,0.657,0.698,5,-5.562,1,0.24,0.0105,0.0,0.163,0.655,175.878,258627,4,,4
2615,Samuli Putro,Taitekohdassa,Älkää unohtako toisianne,5EfOdoHdXtSbD2wMnObfO6,0.562,0.305,11,-11.31,0,0.0344,0.502,0.0135,0.105,0.503,78.177,226800,4,,2
2616,Teleks,Siivet,Siivet,16XeOgSl7MDnPvHBP0OBdK,0.64,0.672,11,-5.583,0,0.0234,0.0576,2.32e-05,0.384,0.549,103.994,229627,4,,0
2617,Nylon Beat,Satasen laina,Satasen laina,2FCOaR39LbJ2mFvKpgiC1i,0.696,0.743,0,-8.542,0,0.0314,0.142,0.0,0.121,0.919,101.771,198360,4,,0
2618,Kaija Koo,Vapaa,Vapaa,5MdjFNsazKd636XhTvOyPz,0.537,0.844,10,-3.608,0,0.0427,0.0559,1.66e-06,0.123,0.643,139.926,249853,4,,0
2619,Kaija Koo,Kaunis rietas onnellinen - Parhaat 1980 - 2011,Kaunis rietas onnellinen,1Yx18pGNtat3dcHPgKHfqI,0.598,0.68,2,-7.894,0,0.0329,0.00366,0.0,0.328,0.469,130.979,229067,4,,0
2620,Kaija Koo,Kaunis rietas onnellinen - Parhaat 1980 - 2011,Vanhaa suolaa,1CxCR1nerL2IRJagnNLZIJ,0.765,0.642,8,-6.569,0,0.0807,0.0718,0.0,0.0669,0.659,93.978,210760,4,,0
2621,Kaija Koo,Kaunis rietas onnellinen - Parhaat 1980 - 2011,Kuka keksi rakkauden,2VknMouOlfDTJW7gDDG19O,0.764,0.497,11,-11.873,1,0.035,0.555,0.0,0.0726,0.76,124.949,203200,4,,2
2622,Tuomas Kauhanen,Pummilla Tallinnaan (feat. Mikko),Pummilla Tallinnaan (feat. Mikko),2zviyy3u60LlyJYJb8oqEh,0.704,0.748,4,-5.133,0,0.07,0.00295,3.38e-05,0.148,0.605,94.993,228267,4,,0
2623,Tuomas Kauhanen,Sano vaan Tuomas,1985,7v85atjGP4HqF5pme1ulso,0.754,0.754,0,-4.52,1,0.186,0.0226,0.0,0.0918,0.595,94.992,220120,4,,1
2624,Erin,Hunningolla,Vanha nainen hunningolla,5HbIX2mD0LCY0NUbIWXa5z,0.496,0.664,9,-6.949,1,0.0958,0.5,0.0,0.081,0.607,184.006,195347,4,,5
2625,Various Artists,Vain elämää - kausi 2,Mä annan sut pois,1NqG2cQYqGwWiXr6NZc9Pg,0.426,0.29,2,-11.569,0,0.0377,0.782,0.0,0.116,0.101,121.452,176627,4,,2
2626,Various Artists,Vain elämää - kausi 2,Kylmästä lämpimään,5PufGc0zaY5BnSJWgmdFsO,0.717,0.907,5,-4.231,0,0.0509,0.18,7.03e-06,0.24,0.966,90.02,232053,4,,0
2627,Mariska & Pahat Sudet,Kukkurukuu,Kukkurukuu,5K1UyzpAj1F7vocfOGzHQh,0.572,0.515,11,-7.439,0,0.0284,0.114,0.0328,0.119,0.101,123.961,236093,4,,0
2628,Jesse Kaikuranta,Järjetön rakkaus,Järjetön rakkaus,2ABJ0REB7mwS792y1AMrkT,0.564,0.695,9,-4.443,1,0.026,0.345,0.0,0.108,0.332,83.0,252680,4,,5
2629,Jesse Kaikuranta,Vie mut kotiin,Näytän sulle rannan,1QXlowTYHcD9gwQWLlMOb4,0.413,0.519,7,-7.953,0,0.0443,0.0719,0.0055,0.286,0.406,110.531,237653,5,,0
